***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: NEWAVE     - Versao FPHA_NEWAVE                             *
*                                                                     *
***********************************************************************


____________________________________________________________________

 PMO - AGOSTO - 2024 - sombra Hibrido - NW Versao 29.4                           
____________________________________________________________________

----------------------------------------------------------
Eco dos dados para a Evaporacao das usinas hidroeletricas.                      
----------------------------------------------------------
--------------------------------------------------------------------------------------------
IPER;          Indice do periodo                                                                                                                                                                        
USIH;          Numero de cadastro da usina hidroeletrica                                                                                                                                                
NomeUsih;      Nome de cadastro da usina hidroeletrica                                                                                                                                                  
Vol. Ref.;     Volume de referencia para a montagem da equacao linear para a evaporacao                                                                                                                 
Evap. Ref.;    Evaporacao de referencia para a montagem da equacao linear para a evaporacao.                                                                                                            
Cfevap;        Coeficiente de evaporacao mensal (cadastro)                                                                                                                                              
Flag Evap;     Flag para considerar a evaporacao.                                                                                                                                                       
Evap. Linear;  Flag para considerar o modelo linear para a evaporacao.                                                                                                                                  
Tip. Vol. Ref; Flag do tipo de volume de referencia: 0 - inicial; 1 - util medio.                                                                                                                       
--------------------------------------------------------------------------------------------

@Tabela
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
IPER ;USIH ;   NomeUsih   ; Vol. Ref. ;Evap. Ref. ; Cfevap ; Flag Evap ;Evap. Linear; Tip. Vol. Ref ;
  -  ;  -  ;      -       ;    HM3    ;    HM3    ;(mm/mes);     -     ;      -     ;       -       ;
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
  60 ; 144 ; MASCARENHAS  ;    21.68  ;    -0.11  ;   -28  ;     1     ;     1      ;     1         ;
  60 ; 145 ; SUICA        ;     0.35  ;     0.00  ;    14  ;     1     ;     1      ;     1         ;
  60 ; 192 ; GUILMAN-AMOR ;    11.33  ;    -0.02  ;   -22  ;     1     ;     1      ;     1         ;
  60 ; 193 ; SA CARVALHO  ;     1.53  ;     0.00  ;    -4  ;     1     ;     1      ;     1         ;
  60 ; 217 ; ROSAL        ;    17.19  ;     0.00  ;    -2  ;     1     ;     1      ;     1         ;
  60 ; 279 ; SAMUEL       ;  2218.33  ;    15.91  ;    39  ;     1     ;     1      ;     1         ;
  60 ; 148 ; IRAPE        ;  4115.93  ;    -0.80  ;    -8  ;     1     ;     1      ;     1         ;
  60 ; 283 ; STA CLARA MG ;   148.40  ;    -0.07  ;    -9  ;     1     ;     1      ;     1         ;
  60 ; 001 ; CAMARGOS     ;   456.00  ;     0.38  ;     7  ;     1     ;     1      ;     1         ;
  60 ; 002 ; ITUTINGA     ;    10.64  ;     0.01  ;     8  ;     1     ;     1      ;     1         ;
  60 ; 006 ; FURNAS       ; 14341.50  ;    28.29  ;    27  ;     1     ;     1      ;     1         ;
  60 ; 007 ; M. DE MORAES ;  2790.00  ;     5.11  ;    25  ;     1     ;     1      ;     1         ;
  60 ; 008 ; ESTREITO     ;  1331.40  ;     0.98  ;    21  ;     1     ;     1      ;     1         ;
  60 ; 009 ; JAGUARA      ;   418.20  ;     0.88  ;    26  ;     1     ;     1      ;     1         ;
  60 ; 010 ; IGARAPAVA    ;   234.83  ;     1.51  ;    29  ;     1     ;     1      ;     1         ;
  60 ; 011 ; VOLTA GRANDE ;  2200.40  ;     6.05  ;    30  ;     1     ;     1      ;     1         ;
  60 ; 012 ; P. COLOMBIA  ;  1420.84  ;     4.60  ;    32  ;     1     ;     1      ;     1         ;
  60 ; 014 ; CACONDE      ;   303.00  ;     0.62  ;    30  ;     1     ;     1      ;     1         ;
  60 ; 015 ; E. DA CUNHA  ;    12.79  ;     0.03  ;    24  ;     1     ;     1      ;     1         ;
  60 ; 016 ; A.S.OLIVEIRA ;    22.75  ;     0.06  ;    24  ;     1     ;     1      ;     1         ;
  60 ; 017 ; MARIMBONDO   ;  3520.00  ;    10.07  ;    33  ;     1     ;     1      ;     1         ;
  60 ; 018 ; A. VERMELHA  ;  8440.50  ;    14.20  ;    27  ;     1     ;     1      ;     1         ;
  60 ; 034 ; I. SOLTEIRA  ; 18311.81  ;    28.73  ;    26  ;     1     ;     1      ;     1         ;
  60 ; 024 ; EMBORCACAO   ; 11197.00  ;     6.07  ;    19  ;     1     ;     1      ;     1         ;
  60 ; 025 ; NOVA PONTE   ;  7602.00  ;     9.80  ;    33  ;     1     ;     1      ;     1         ;
  60 ; 026 ; MIRANDA      ;  1047.00  ;     1.24  ;    26  ;     1     ;     1      ;     1         ;
  60 ; 030 ; CORUMBA I    ;   985.00  ;     0.93  ;    21  ;     1     ;     1      ;     1         ;
  60 ; 031 ; ITUMBIARA    ; 10800.00  ;    12.36  ;    23  ;     1     ;     1      ;     1         ;
  60 ; 032 ; CACH.DOURADA ;   464.97  ;     2.07  ;    30  ;     1     ;     1      ;     1         ;
  60 ; 033 ; SAO SIMAO    ;  9770.00  ;    13.34  ;    25  ;     1     ;     1      ;     1         ;
  60 ; 037 ; BARRA BONITA ;  1852.00  ;     6.93  ;    30  ;     1     ;     1      ;     1         ;
  60 ; 038 ; A.S. LIMA    ;   525.23  ;     1.88  ;    30  ;     1     ;     1      ;     1         ;
  60 ; 039 ; IBITINGA     ;   962.68  ;     3.56  ;    31  ;     1     ;     1      ;     1         ;
  60 ; 040 ; PROMISSAO    ;  6344.00  ;    14.89  ;    30  ;     1     ;     1      ;     1         ;
  60 ; 042 ; NAVANHANDAVA ;  2666.00  ;     5.94  ;    28  ;     1     ;     1      ;     1         ;
  60 ; 043 ; TRES IRMAOS  ; 11647.50  ;    18.72  ;    27  ;     1     ;     1      ;     1         ;
  60 ; 045 ; JUPIA        ;  3249.13  ;     9.16  ;    28  ;     1     ;     1      ;     1         ;
  60 ; 046 ; P. PRIMAVERA ; 16138.51  ;    19.97  ;    10  ;     1     ;     1      ;     1         ;
  60 ; 278 ; MANSO        ;  5861.50  ;    13.56  ;    41  ;     1     ;     1      ;     1         ;
  60 ; 047 ; A.A. LAYDNER ;  5425.50  ;    13.18  ;    34  ;     1     ;     1      ;     1         ;
  60 ; 049 ; CHAVANTES    ;  7274.50  ;     6.30  ;    18  ;     1     ;     1      ;     1         ;
  60 ; 050 ; L.N. GARCEZ  ;    39.01  ;     0.45  ;    39  ;     1     ;     1      ;     1         ;
  60 ; 051 ; CANOAS II    ;   144.69  ;     0.75  ;    32  ;     1     ;     1      ;     1         ;
  60 ; 052 ; CANOAS I     ;   205.82  ;     0.79  ;    27  ;     1     ;     1      ;     1         ;
  60 ; 061 ; CAPIVARA     ;  7678.00  ;     6.81  ;    15  ;     1     ;     1      ;     1         ;
  60 ; 062 ; TAQUARUCU    ;   649.62  ;     1.12  ;    15  ;     1     ;     1      ;     1         ;
  60 ; 063 ; ROSANA       ;  1847.58  ;     1.96  ;     9  ;     1     ;     1      ;     1         ;
  60 ; 057 ; MAUA         ;  1805.00  ;    -1.20  ;   -16  ;     1     ;     1      ;     1         ;
  60 ; 071 ; STA CLARA PR ;   300.00  ;     0.06  ;     4  ;     1     ;     1      ;     1         ;
  60 ; 072 ; FUNDAO       ;    34.48  ;     0.01  ;     6  ;     1     ;     1      ;     1         ;
  60 ; 074 ; G.B. MUNHOZ  ;  3876.50  ;    -0.96  ;   -10  ;     1     ;     1      ;     1         ;
  60 ; 083 ; BAIXO IGUACU ;   201.24  ;    -1.54  ;   -50  ;     1     ;     1      ;     1         ;
  60 ; 086 ; BARRA GRANDE ;  3808.12  ;    -5.02  ;   -68  ;     1     ;     1      ;     1         ;
  60 ; 088 ; SAO ROQUE    ;   566.19  ;    -0.90  ;   -26  ;     1     ;     1      ;     1         ;
  60 ; 089 ; GARIBALDI    ;   264.00  ;    -1.59  ;   -64  ;     1     ;     1      ;     1         ;
  60 ; 090 ; CAMPOS NOVOS ;  1398.50  ;    -2.10  ;   -67  ;     1     ;     1      ;     1         ;
  60 ; 091 ; MACHADINHO   ;  2811.50  ;    -1.77  ;   -25  ;     1     ;     1      ;     1         ;
  60 ; 092 ; ITA          ;  4924.26  ;   -10.59  ;   -75  ;     1     ;     1      ;     1         ;
  60 ; 093 ; PASSO FUNDO  ;   887.00  ;    -5.27  ;   -47  ;     1     ;     1      ;     1         ;
  60 ; 094 ; MONJOLINHO   ;   147.29  ;    -0.42  ;   -80  ;     1     ;     1      ;     1         ;
  60 ; 095 ; QUEBRA QUEIX ;   124.00  ;    -0.05  ;   -10  ;     1     ;     1      ;     1         ;
  60 ; 101 ; SAO JOSE     ;   178.85  ;    -0.49  ;   -21  ;     1     ;     1      ;     1         ;
  60 ; 102 ; PASSO S JOAO ;    95.99  ;    -0.69  ;   -35  ;     1     ;     1      ;     1         ;
  60 ; 103 ; FOZ CHAPECO  ;  1466.16  ;    -6.74  ;   -85  ;     1     ;     1      ;     1         ;
  60 ; 097 ; CASTRO ALVES ;    92.46  ;    -0.36  ;   -84  ;     1     ;     1      ;     1         ;
  60 ; 098 ; MONTE CLARO  ;    11.35  ;    -0.04  ;   -30  ;     1     ;     1      ;     1         ;
  60 ; 099 ; 14 DE JULHO  ;    55.42  ;    -0.17  ;   -31  ;     1     ;     1      ;     1         ;
  60 ; 110 ; ERNESTINA    ;   140.00  ;    -1.46  ;   -53  ;     1     ;     1      ;     1         ;
  60 ; 111 ; PASSO REAL   ;  1967.50  ;   -13.99  ;   -92  ;     1     ;     1      ;     1         ;
  60 ; 112 ; JACUI        ;    19.60  ;    -0.22  ;   -45  ;     1     ;     1      ;     1         ;
  60 ; 113 ; ITAUBA       ;   594.90  ;    -1.51  ;   -89  ;     1     ;     1      ;     1         ;
  60 ; 114 ; D. FRANCISCA ;   320.41  ;    -1.66  ;   -88  ;     1     ;     1      ;     1         ;
  60 ; 115 ; G.P. SOUZA   ;   101.00  ;    -0.12  ;   -15  ;     1     ;     1      ;     1         ;
  60 ; 215 ; SALTO PILAO  ;     0.28  ;     0.00  ;    20  ;     1     ;     1      ;     1         ;
  60 ; 073 ; JORDAO       ;    97.50  ;     0.00  ;    -1  ;     1     ;     1      ;     1         ;
  60 ; 076 ; SEGREDO      ;  2756.00  ;    -0.39  ;    -5  ;     1     ;     1      ;     1         ;
  60 ; 077 ; SLT.SANTIAGO ;  4718.50  ;    -1.01  ;    -6  ;     1     ;     1      ;     1         ;
  60 ; 078 ; SALTO OSORIO ;  1090.90  ;    -0.45  ;    -8  ;     1     ;     1      ;     1         ;
  60 ; 082 ; SALTO CAXIAS ;  3472.49  ;    -2.12  ;   -15  ;     1     ;     1      ;     1         ;
  60 ; 169 ; SOBRADINHO   ; 19781.50  ;   621.27  ;   223  ;     1     ;     1      ;     1         ;
  60 ; 172 ; ITAPARICA    ;  9008.00  ;   144.80  ;   202  ;     1     ;     1      ;     1         ;
  60 ; 176 ; COMP PAF-MOX ;  1212.00  ;    43.03  ;   202  ;     1     ;     1      ;     1         ;
  60 ; 178 ; XINGO        ;  3773.00  ;    12.12  ;   202  ;     1     ;     1      ;     1         ;
  60 ; 294 ; FICT.QUEIMAD ;   326.12  ;     1.72  ;    51  ;     1     ;     1      ;     1         ;
  60 ; 295 ; FICT.TRES MA ; 11889.00  ;    15.79  ;    22  ;     1     ;     1      ;     1         ;
  60 ; 308 ; FICT.RETIRO  ;   221.15  ;    -0.26  ;   -12  ;     1     ;     1      ;     1         ;
  60 ; 154 ; ITAPEBI      ;  1613.07  ;    -1.85  ;   -30  ;     1     ;     1      ;     1         ;
  60 ; 298 ; FICT.IRAPE   ;  4115.93  ;    -0.80  ;    -8  ;     1     ;     1      ;     1         ;
  60 ; 189 ; P. CAVALO    ;  2663.00  ;    -3.67  ;   -33  ;     1     ;     1      ;     1         ;
  60 ; 190 ; B. ESPERANCA ;  4129.00  ;    19.31  ;    60  ;     1     ;     1      ;     1         ;
  60 ; 204 ; CACH.CALDEIR ;   225.34  ;     2.01  ;    43  ;     1     ;     1      ;     1         ;
  60 ; 267 ; ESTREITO TOC ;  4944.50  ;    17.11  ;    29  ;     1     ;     1      ;     1         ;
  60 ; 275 ; TUCURUI      ; 30784.00  ;    43.89  ;    21  ;     1     ;     1      ;     1         ;
  60 ; 277 ; BALBINA      ; 14859.06  ;    69.98  ;    33  ;     1     ;     1      ;     1         ;
  60 ; 280 ; COARACY NUNE ;   135.38  ;     1.06  ;    46  ;     1     ;     1      ;     1         ;
  60 ; 284 ; FERREIRA GOM ;   123.31  ;     0.80  ;    48  ;     1     ;     1      ;     1         ;
  60 ; 286 ; STO ANT JARI ;   133.09  ;     0.92  ;    29  ;     1     ;     1      ;     1         ;
  60 ; 291 ; FICT.SERRA M ; 23043.75  ;    30.94  ;    36  ;     1     ;     1      ;     1         ;
  60 ; 292 ; FICT.CANA BR ;  2237.79  ;     4.99  ;    36  ;     1     ;     1      ;     1         ;
  60 ; 302 ; FICT.LAJEADO ;  5003.06  ;    18.78  ;    30  ;     1     ;     1      ;     1         ;
  60 ; 303 ; FICT.PEIXE A ;  2476.85  ;     9.25  ;    35  ;     1     ;     1      ;     1         ;
  60 ; 306 ; FICT.SAO SAL ;   936.28  ;     3.74  ;    36  ;     1     ;     1      ;     1         ;
  60 ; 314 ; PIMENTAL     ;  2276.29  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  60 ; 272 ; CURUA-UNA    ;   367.50  ;     3.41  ;    47  ;     1     ;     1      ;     1         ;
  60 ; 288 ; BELO MONTE   ;  2276.29  ;    12.40  ;    34  ;     1     ;     1      ;     1         ;
  61 ; 004 ; FUNIL-GRANDE ;   265.86  ;     0.23  ;     6  ;     1     ;     1      ;     1         ;
  61 ; 020 ; BATALHA      ;  1105.83  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  61 ; 021 ; SERRA FACAO  ;  3475.50  ;     0.94  ;     6  ;     1     ;     1      ;     1         ;
  61 ; 027 ; CAPIM BRANC1 ;   234.70  ;     0.06  ;     2  ;     1     ;     1      ;     1         ;
  61 ; 028 ; CAPIM BRANC2 ;   867.55  ;     0.11  ;     2  ;     1     ;     1      ;     1         ;
  61 ; 029 ; CORUMBA IV   ;  3322.30  ;     2.90  ;    19  ;     1     ;     1      ;     1         ;
  61 ; 048 ; PIRAJU       ;   105.42  ;     0.38  ;    30  ;     1     ;     1      ;     1         ;
  61 ; 066 ; ITAIPU       ; 27914.01  ;    18.18  ;    14  ;     1     ;     1      ;     1         ;
  61 ; 131 ; NILO PECANHA ;     9.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  61 ; 132 ; FONTES       ;   393.81  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  61 ; 141 ; BAGUARI      ;    32.46  ;    -0.14  ;   -11  ;     1     ;     1      ;     1         ;
  61 ; 153 ; SAO DOMINGOS ;   131.30  ;     0.25  ;    13  ;     1     ;     1      ;     1         ;
  61 ; 155 ; RETIRO BAIXO ;   221.15  ;    -0.45  ;   -21  ;     1     ;     1      ;     1         ;
  61 ; 156 ; TRES MARIAS  ; 11889.00  ;    -0.72  ;    -1  ;     1     ;     1      ;     1         ;
  61 ; 162 ; QUEIMADO     ;   326.12  ;     0.71  ;    21  ;     1     ;     1      ;     1         ;
  61 ; 195 ; JAURU        ;    16.92  ;     0.04  ;    17  ;     1     ;     1      ;     1         ;
  61 ; 196 ; GUAPORE      ;    22.46  ;     0.07  ;    16  ;     1     ;     1      ;     1         ;
  61 ; 203 ; CORUMBA III  ;   840.50  ;     0.78  ;    12  ;     1     ;     1      ;     1         ;
  61 ; 227 ; SINOP        ;  2041.80  ;    13.30  ;    26  ;     1     ;     1      ;     1         ;
  61 ; 228 ; COLIDER      ;  1495.39  ;     3.27  ;    24  ;     1     ;     1      ;     1         ;
  61 ; 229 ; TELES PIRES  ;   961.11  ;     5.56  ;    40  ;     1     ;     1      ;     1         ;
  61 ; 230 ; SAO MANOEL   ;   566.12  ;     2.69  ;    43  ;     1     ;     1      ;     1         ;
  61 ; 241 ; SLT VERDINHO ;   392.58  ;     0.51  ;    14  ;     1     ;     1      ;     1         ;
  61 ; 249 ; OURINHOS     ;    20.86  ;     0.13  ;    29  ;     1     ;     1      ;     1         ;
  61 ; 251 ; SERRA MESA   ; 32775.00  ;    32.13  ;    27  ;     1     ;     1      ;     1         ;
  61 ; 252 ; CANA BRAVA   ;  2237.79  ;     4.30  ;    31  ;     1     ;     1      ;     1         ;
  61 ; 253 ; SAO SALVADOR ;   936.28  ;     3.33  ;    32  ;     1     ;     1      ;     1         ;
  61 ; 257 ; PEIXE ANGIC  ;  2476.85  ;     6.34  ;    24  ;     1     ;     1      ;     1         ;
  61 ; 261 ; LAJEADO      ;  5003.06  ;     7.51  ;    12  ;     1     ;     1      ;     1         ;
  61 ; 262 ; SALTO        ;   820.42  ;     0.72  ;    12  ;     1     ;     1      ;     1         ;
  61 ; 276 ; RONDON II    ;   335.23  ;     0.78  ;    13  ;     1     ;     1      ;     1         ;
  61 ; 281 ; PONTE PEDRA  ;    92.56  ;     0.31  ;    16  ;     1     ;     1      ;     1         ;
  61 ; 285 ; JIRAU        ;  2746.70  ;   -24.85  ;   -80  ;     1     ;     1      ;     1         ;
  61 ; 287 ; STO ANTONIO  ;  2282.80  ;   -23.41  ;   -80  ;     1     ;     1      ;     1         ;
  61 ; 290 ; ESPORA       ;   140.00  ;     0.25  ;    10  ;     1     ;     1      ;     1         ;
  61 ; 304 ; ITIQUIRA I   ;     4.99  ;     0.03  ;    12  ;     1     ;     1      ;     1         ;
  61 ; 305 ; ITIQUIRA II  ;     1.00  ;     0.00  ;    12  ;     1     ;     1      ;     1         ;
  61 ; 309 ; JURUENA      ;     2.93  ;     0.01  ;    17  ;     1     ;     1      ;     1         ;
  61 ; 310 ; DARDANELOS   ;     0.89  ;     0.01  ;    31  ;     1     ;     1      ;     1         ;
  61 ; 311 ; CACU         ;   211.60  ;     0.19  ;    12  ;     1     ;     1      ;     1         ;
  61 ; 312 ; B. COQUEIROS ;   321.43  ;     0.31  ;    12  ;     1     ;     1      ;     1         ;
  61 ; 315 ; FOZ R. CLARO ;    96.72  ;    -0.13  ;   -17  ;     1     ;     1      ;     1         ;
  61 ; 319 ; FICT.MAUA    ;  1805.00  ;    -2.41  ;   -32  ;     1     ;     1      ;     1         ;
  61 ; 117 ; GUARAPIRANGA ;    95.37  ;     0.27  ;    12  ;     1     ;     1      ;     1         ;
  61 ; 118 ; BILLINGS     ;   566.82  ;     0.85  ;    10  ;     1     ;     1      ;     1         ;
  61 ; 119 ; HENRY BORDEN ;     0.46  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  61 ; 120 ; JAGUARI      ;   839.50  ;    -1.29  ;   -31  ;     1     ;     1      ;     1         ;
  61 ; 121 ; PARAIBUNA    ;  3414.00  ;    -4.91  ;   -35  ;     1     ;     1      ;     1         ;
  61 ; 122 ; SANTA BRANCA ;   285.00  ;    -0.48  ;   -25  ;     1     ;     1      ;     1         ;
  61 ; 123 ; FUNIL        ;   585.50  ;    -1.17  ;   -40  ;     1     ;     1      ;     1         ;
  61 ; 124 ; LAJES        ;   222.68  ;    -1.14  ;   -38  ;     1     ;     1      ;     1         ;
  61 ; 126 ; PICADA       ;     6.85  ;    -0.04  ;   -25  ;     1     ;     1      ;     1         ;
  61 ; 127 ; SOBRAGI      ;     0.09  ;     0.00  ;   -31  ;     1     ;     1      ;     1         ;
  61 ; 129 ; SIMPLICIO    ;    13.45  ;    -0.51  ;   -45  ;     1     ;     1      ;     1         ;
  61 ; 130 ; ILHA POMBOS  ;     5.79  ;     0.06  ;    16  ;     1     ;     1      ;     1         ;
  61 ; 133 ; P. PASSOS    ;    16.26  ;    -0.04  ;   -39  ;     1     ;     1      ;     1         ;
  61 ; 185 ; BARRA BRAUNA ;    34.00  ;    -0.07  ;    -8  ;     1     ;     1      ;     1         ;
  61 ; 134 ; SALTO GRANDE ;    67.86  ;    -0.25  ;   -43  ;     1     ;     1      ;     1         ;
  61 ; 135 ; P. ESTRELA   ;    72.50  ;    -0.09  ;   -26  ;     1     ;     1      ;     1         ;
  61 ; 139 ; CANDONGA     ;    29.75  ;    -0.11  ;   -41  ;     1     ;     1      ;     1         ;
  61 ; 143 ; AIMORES      ;   179.25  ;    -0.70  ;   -22  ;     1     ;     1      ;     1         ;
  61 ; 144 ; MASCARENHAS  ;    21.68  ;    -0.18  ;   -46  ;     1     ;     1      ;     1         ;
  61 ; 145 ; SUICA        ;     0.35  ;     0.00  ;    13  ;     1     ;     1      ;     1         ;
  61 ; 192 ; GUILMAN-AMOR ;    11.33  ;    -0.04  ;   -38  ;     1     ;     1      ;     1         ;
  61 ; 193 ; SA CARVALHO  ;     1.53  ;    -0.01  ;   -18  ;     1     ;     1      ;     1         ;
  61 ; 217 ; ROSAL        ;    17.19  ;    -0.02  ;   -13  ;     1     ;     1      ;     1         ;
  61 ; 279 ; SAMUEL       ;  2218.33  ;    13.05  ;    32  ;     1     ;     1      ;     1         ;
  61 ; 148 ; IRAPE        ;  4115.93  ;    -1.80  ;   -18  ;     1     ;     1      ;     1         ;
  61 ; 283 ; STA CLARA MG ;   148.40  ;    -0.19  ;   -25  ;     1     ;     1      ;     1         ;
  61 ; 001 ; CAMARGOS     ;   456.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  61 ; 002 ; ITUTINGA     ;    10.64  ;     0.00  ;     2  ;     1     ;     1      ;     1         ;
  61 ; 006 ; FURNAS       ; 14341.50  ;    13.62  ;    13  ;     1     ;     1      ;     1         ;
  61 ; 007 ; M. DE MORAES ;  2790.00  ;     2.45  ;    12  ;     1     ;     1      ;     1         ;
  61 ; 008 ; ESTREITO     ;  1331.40  ;     0.47  ;    10  ;     1     ;     1      ;     1         ;
  61 ; 009 ; JAGUARA      ;   418.20  ;     0.27  ;     8  ;     1     ;     1      ;     1         ;
  61 ; 010 ; IGARAPAVA    ;   234.83  ;     0.42  ;     8  ;     1     ;     1      ;     1         ;
  61 ; 011 ; VOLTA GRANDE ;  2200.40  ;     1.81  ;     9  ;     1     ;     1      ;     1         ;
  61 ; 012 ; P. COLOMBIA  ;  1420.84  ;     1.30  ;     9  ;     1     ;     1      ;     1         ;
  61 ; 014 ; CACONDE      ;   303.00  ;     0.37  ;    18  ;     1     ;     1      ;     1         ;
  61 ; 015 ; E. DA CUNHA  ;    12.79  ;     0.02  ;    22  ;     1     ;     1      ;     1         ;
  61 ; 016 ; A.S.OLIVEIRA ;    22.75  ;     0.06  ;    22  ;     1     ;     1      ;     1         ;
  61 ; 017 ; MARIMBONDO   ;  3520.00  ;     3.66  ;    12  ;     1     ;     1      ;     1         ;
  61 ; 018 ; A. VERMELHA  ;  8440.50  ;     6.31  ;    12  ;     1     ;     1      ;     1         ;
  61 ; 034 ; I. SOLTEIRA  ; 18311.81  ;    17.68  ;    16  ;     1     ;     1      ;     1         ;
  61 ; 024 ; EMBORCACAO   ; 11197.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  61 ; 025 ; NOVA PONTE   ;  7602.00  ;     4.75  ;    16  ;     1     ;     1      ;     1         ;
  61 ; 026 ; MIRANDA      ;  1047.00  ;     0.33  ;     7  ;     1     ;     1      ;     1         ;
  61 ; 030 ; CORUMBA I    ;   985.00  ;     0.09  ;     2  ;     1     ;     1      ;     1         ;
  61 ; 031 ; ITUMBIARA    ; 10800.00  ;     3.22  ;     6  ;     1     ;     1      ;     1         ;
  61 ; 032 ; CACH.DOURADA ;   464.97  ;     0.76  ;    11  ;     1     ;     1      ;     1         ;
  61 ; 033 ; SAO SIMAO    ;  9770.00  ;     6.94  ;    13  ;     1     ;     1      ;     1         ;
  61 ; 037 ; BARRA BONITA ;  1852.00  ;     5.31  ;    23  ;     1     ;     1      ;     1         ;
  61 ; 038 ; A.S. LIMA    ;   525.23  ;     1.31  ;    21  ;     1     ;     1      ;     1         ;
  61 ; 039 ; IBITINGA     ;   962.68  ;     2.18  ;    19  ;     1     ;     1      ;     1         ;
  61 ; 040 ; PROMISSAO    ;  6344.00  ;     7.94  ;    16  ;     1     ;     1      ;     1         ;
  61 ; 042 ; NAVANHANDAVA ;  2666.00  ;     3.39  ;    16  ;     1     ;     1      ;     1         ;
  61 ; 043 ; TRES IRMAOS  ; 11647.50  ;    11.09  ;    16  ;     1     ;     1      ;     1         ;
  61 ; 045 ; JUPIA        ;  3249.13  ;     5.89  ;    18  ;     1     ;     1      ;     1         ;
  61 ; 046 ; P. PRIMAVERA ; 16138.51  ;    17.97  ;     9  ;     1     ;     1      ;     1         ;
  61 ; 278 ; MANSO        ;  5861.50  ;     9.59  ;    29  ;     1     ;     1      ;     1         ;
  61 ; 047 ; A.A. LAYDNER ;  5425.50  ;     9.69  ;    25  ;     1     ;     1      ;     1         ;
  61 ; 049 ; CHAVANTES    ;  7274.50  ;     9.45  ;    27  ;     1     ;     1      ;     1         ;
  61 ; 050 ; L.N. GARCEZ  ;    39.01  ;     0.32  ;    28  ;     1     ;     1      ;     1         ;
